ax,ay,az,label
1044,14948,4484,A
888,15532,5464,A
592,16360,5464,A
596,16252,7112,A
840,15864,6932,A
1072,15452,6312,A
1096,15184,6908,A
1112,14836,7692,A
1112,14876,6204,A
764,15652,4520,A
540,16144,5960,A
560,15980,6920,A
920,15572,6668,A
1208,15168,6372,A
1208,14824,7296,A
1256,14536,7640,A
1192,14536,5628,A
1028,14740,4648,A
720,15540,4648,A
520,15948,6604,A
676,15740,7028,A
928,15256,6812,A
1208,14976,6572,A
1184,14732,7436,A
1152,14536,7104,A
1064,14888,5112,A
764,15792,4972,A
584,16148,6628,A
776,15832,6772,A
776,15492,6344,A
944,15260,6492,A
1016,15024,7176,A
948,15024,6232,A
1024,14972,4512,A
736,15676,4512,A
492,16356,5068,A
540,16316,6472,A
728,15952,6344,A
892,15656,5976,A
1040,15268,6336,A
976,14992,6760,A
920,14980,5716,A
752,15536,4912,A
580,15900,5732,A
596,15920,6328,A
596,15616,6156,A
792,15176,6104,A
904,14884,6620,A
916,14884,6560,A
928,14624,5356,A
880,14868,5356,A
664,15536,4816,A
580,15876,6004,A
616,15760,6576,A
764,15504,6172,A
936,15156,6268,A
1048,14924,6852,A
972,15012,6572,A
860,15444,5468,A
620,16020,5288,A
464,16232,6244,A
464,16100,6672,A
700,15692,6708,A
948,15692,6664,A
1092,15308,6568,A
1072,15208,5936,A
932,15396,5936,A
784,15800,5628,A
764,16064,6280,A
704,15844,6908,A
888,15488,6900,A
1024,15156,6588,A
1128,15044,6392,A
992,15260,5996,A
824,15664,5752,A
712,15876,6492,A
760,15592,6976,A
760,15164,6820,A
956,14840,6536,A
1100,14840,6064,A
1016,14820,5904,A
