ax,ay,az,label
3240,13560,9876,
3272,13500,9876,
3224,13504,9860,
3252,13532,9860,
3120,13600,9652,
3176,13504,9864,
3224,13480,9792,
3224,13464,9688,
3208,13556,9744,
3208,13500,9724,
3268,13524,9804,
3260,13488,9680,
3348,13412,9592,
3348,13444,9512,
3472,13428,9428,
3456,13428,9464,
3572,13444,9584,
3660,13388,9584,
3608,13372,9500,
3704,13260,9404,
3784,13224,9640,
3816,13280,9548,
3720,13284,9756,
3800,13276,9816,
3908,13308,9836,
3896,13300,9752,
3940,13352,9812,
4008,13296,9688,
3988,13364,9740,
3988,13292,9804,
4004,13320,9848,
3920,13320,9788,
3856,13364,9848,
3820,13356,9848,
3796,13244,9944,
3796,13184,9968,
3680,13272,9980,
3612,13224,9892,
3652,13248,9816,
3680,13280,9868,
3588,13272,10004,
3528,13252,9924,
3548,13332,9780,
3356,13324,9992,
3324,13340,9924,
3324,13332,9936,
3344,13264,9960,
3408,13264,10024,
3304,13216,10012,
3292,13264,10012,
3200,13292,10076,
3156,13292,9872,
3300,13332,9764,
3152,13252,9828,
3000,13260,9868,
3052,13348,9952,
3116,13252,9796,
3020,13276,9912,
3044,13304,9952,
2920,13200,9940,
2940,13184,9952,
2940,13324,9948,
2920,13300,9784,
2968,13300,9880,
2988,13340,9968,
2988,13312,9892,
2912,13324,9892,
2944,13348,9796,
2968,13368,9828,
3092,13260,9912,
3076,13300,9928,
3064,13240,9828,
3092,13276,9788,
3144,13296,9788,
3084,13324,9732,
3104,13336,9732,
3172,13332,9748,
3172,13256,9908,
3152,13328,9752,
3164,13348,9880,
3080,13348,9872,
3100,13332,9808,
3092,13328,9808,
3052,13288,9684,
3212,13308,9880,
3228,13356,9728,
3104,13492,9796,
3104,13424,9780,
3184,13408,9768,
3132,13404,9840,
3176,13408,9740,
3040,13380,9740,
3096,13440,9812,
3192,13460,9852,
3192,13436,9820,
3152,13420,9832,
3180,13420,9868,
3180,13404,9824,
3104,13360,9824,
3108,13324,9736,
3288,13408,9768,
3208,13376,9700,
3216,13384,9652,
3264,13444,9704,
3296,13392,9840,
3244,13408,9880,
3248,13436,9844,
3208,13456,9808,
3228,13592,9852,
3308,13552,9852,
3308,13384,9700,
3348,13404,9872,
3412,13404,9832,
3440,13428,9852,
3360,13400,9852,
3348,13416,9884,
3236,13444,9876,
3264,13424,9788,
3324,13400,9772,
3324,13356,9908,
3284,13360,9792,
3424,13304,9744,
3392,13380,9740,
3336,13524,9856,
3420,13456,9844,
3484,13396,9816,
3484,13392,9764,
3460,13324,9736,
3452,13324,9824,
3404,13376,9860,
3372,13448,9892,
3336,13428,9892,
3340,13304,9732,
3348,13284,9832,
3392,13292,9936,
3396,13328,9860,
3388,13404,9972,
3332,13376,9844,
3388,13432,9832,
3484,13392,9668,
3480,13448,9672,
3452,13380,9628,
3452,13304,9676,
3420,13252,9676,
3500,13308,9684,
3312,13308,9744,
3332,13424,9796,
3400,13460,9796,
3276,13432,9852,
3296,13408,9708,
3360,13348,9820,
3340,13300,10068,
3352,13376,9908,
3332,13372,9892,
3292,13364,9968,
3260,13360,9804,
3264,13464,9756,
3240,13444,9820,
3180,13380,9888,
3180,13348,9728,
3348,13460,9888,
3352,13460,9940,
3308,13528,9864,
3184,13516,9864,
3140,13452,9944,
3148,13464,9880,
3144,13508,9924,
3156,13456,9924,
3176,13396,9896,
3208,13468,9868,
3224,13468,9868,
3248,13444,9936,
3236,13444,9784,
3236,13440,9760,
3196,13508,9720,
3196,13592,9708,
3176,13520,9760,
3072,13520,9652,
3084,13516,9820,
3088,13472,9820,
3200,13408,9952,
3148,13416,9972,
3220,13424,9820,
3268,13424,9816,
3232,13500,9816,
3200,13420,9900,
3292,13368,9868,
3204,13484,9708,
3220,13404,9784,
3288,13368,9796,
3256,13448,9728,
3256,13508,9716,
3296,13492,9744,
3284,13492,9728,
3416,13448,9772,
3356,13420,9944,
3328,13432,9944,
